call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
572,780-660-7356,618-131-0100,11/9/2017 16:29,11/9/2017 16:52,outgoing
573,928-557-7876,467-340-2943,3/7/2019 17:56,3/7/2019 17:56,missed call
574,800-140-3775,618-131-0100,4/19/2018 11:46,4/19/2018 11:46,missed call
575,800-140-3775,928-557-7876,11/27/2017 5:06,11/27/2017 5:06,missed call
576,618-131-0100,850-366-8818,2/9/2019 1:59,2/9/2019 2:17,incoming
577,850-366-8818,847-520-1926,1/22/2017 15:45,1/22/2017 16:30,outgoing
578,467-340-2943,847-520-1926,5/5/2019 6:16,5/5/2019 6:16,missed call
579,750-602-5075,800-140-3775,11/17/2018 14:32,11/17/2018 14:32,missed call
580,750-602-5075,780-660-7356,1/11/2017 5:52,1/11/2017 5:52,missed call
581,928-557-7876,402-195-0411,4/15/2019 22:48,4/15/2019 23:28,incoming
582,836-978-6017,467-340-2943,1/13/2018 15:00,1/13/2018 15:41,incoming
583,402-195-0411,836-978-6017,12/23/2018 13:19,12/23/2018 14:11,outgoing
584,750-602-5075,847-520-1926,12/22/2018 16:48,12/22/2018 17:33,incoming
585,850-366-8818,750-602-5075,9/26/2018 3:48,9/26/2018 4:26,outgoing
586,847-520-1926,928-557-7876,3/25/2018 14:20,3/25/2018 14:20,missed call
587,467-340-2943,618-131-0100,10/25/2018 7:46,10/25/2018 7:59,incoming
588,850-366-8818,800-140-3775,8/11/2018 6:05,8/11/2018 7:01,outgoing
589,847-520-1926,402-195-0411,2/17/2019 21:04,2/17/2019 21:04,missed call
590,928-557-7876,750-602-5075,3/21/2018 6:47,3/21/2018 6:47,missed call
591,836-978-6017,402-195-0411,1/25/2017 23:39,1/26/2017 0:15,outgoing
592,800-140-3775,847-520-1926,3/17/2018 18:10,3/17/2018 18:10,missed call
593,750-602-5075,800-140-3775,5/18/2017 10:47,5/18/2017 10:47,missed call
594,850-366-8818,780-660-7356,7/23/2018 11:10,7/23/2018 11:48,incoming
595,618-131-0100,800-140-3775,5/8/2019 8:31,5/8/2019 8:31,missed call
596,800-140-3775,850-366-8818,5/28/2017 9:04,5/28/2017 9:37,outgoing
597,850-366-8818,800-140-3775,3/16/2018 7:14,3/16/2018 7:29,incoming
598,467-340-2943,800-140-3775,3/10/2018 7:48,3/10/2018 8:19,incoming
599,928-557-7876,836-978-6017,5/15/2017 21:34,5/15/2017 21:34,missed call
600,402-195-0411,780-660-7356,5/26/2019 18:26,5/26/2019 19:13,incoming
