call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
438,797-327-4834,353-760-5645,5/13/2017 4:43,5/13/2017 5:41,incoming
439,690-105-8381,527-692-9334,8/5/2018 11:08,8/5/2018 12:06,outgoing
440,353-760-5645,102-962-5125,7/9/2017 17:23,7/9/2017 17:45,incoming
441,797-327-4834,844-626-7152,1/19/2019 22:56,1/19/2019 23:01,outgoing
442,410-685-9374,266-359-0293,3/1/2017 4:01,3/1/2017 4:15,outgoing
443,353-760-5645,527-692-9334,10/4/2017 10:25,10/4/2017 10:29,incoming
444,797-327-4834,266-359-0293,2/3/2019 8:48,2/3/2019 9:21,outgoing
445,527-692-9334,266-359-0293,8/29/2018 20:51,8/29/2018 20:51,missed call
446,353-760-5645,126-285-8913,10/1/2017 13:36,10/1/2017 14:08,incoming
447,725-415-6951,527-692-9334,9/30/2017 5:06,9/30/2017 5:06,missed call
448,266-359-0293,527-692-9334,9/6/2017 13:06,9/6/2017 13:06,missed call
449,527-692-9334,844-626-7152,3/18/2019 17:11,3/18/2019 17:11,missed call
450,126-285-8913,797-327-4834,2/7/2019 16:35,2/7/2019 17:11,incoming
451,148-346-8847,583-139-1032,5/5/2019 21:13,5/5/2019 21:47,incoming
452,939-704-5084,947-601-2803,1/28/2018 0:39,1/28/2018 0:45,outgoing
453,788-947-6027,826-275-4326,11/14/2017 4:43,11/14/2017 5:01,outgoing
454,396-909-1708,216-732-0449,5/16/2017 16:01,5/16/2017 16:31,outgoing
455,788-947-6027,216-732-0449,3/1/2018 14:26,3/1/2018 14:26,missed call
456,396-909-1708,939-704-5084,3/25/2019 9:30,3/25/2019 9:30,missed call
457,396-909-1708,947-601-2803,7/12/2017 23:44,7/13/2017 0:25,outgoing
458,583-139-1032,826-275-4326,8/17/2018 20:35,8/17/2018 21:14,outgoing
459,939-704-5084,216-732-0449,1/25/2019 7:42,1/25/2019 7:42,missed call
460,947-601-2803,990-255-2170,2/14/2017 20:44,2/14/2017 21:29,incoming
461,396-909-1708,939-704-5084,7/2/2017 16:08,7/2/2017 16:09,incoming
462,216-732-0449,748-938-9285,6/15/2017 3:08,6/15/2017 3:08,missed call
463,788-947-6027,148-346-8847,1/4/2019 17:23,1/4/2019 17:24,outgoing
464,396-909-1708,148-346-8847,11/15/2018 23:43,11/16/2018 0:18,outgoing
465,788-947-6027,216-732-0449,9/3/2018 23:36,9/3/2018 23:48,incoming
466,748-938-9285,583-139-1032,10/26/2018 16:07,10/26/2018 16:07,missed call
467,947-601-2803,939-704-5084,3/7/2017 3:10,3/7/2017 3:10,missed call
468,216-732-0449,583-139-1032,8/13/2018 20:01,8/13/2018 21:00,incoming
469,788-947-6027,990-255-2170,7/30/2017 0:09,7/30/2017 0:09,missed call
470,748-938-9285,583-139-1032,4/22/2018 17:36,4/22/2018 18:12,incoming
471,990-255-2170,947-601-2803,3/11/2019 19:16,3/11/2019 19:16,missed call
472,947-601-2803,583-139-1032,7/13/2018 17:53,7/13/2018 18:08,incoming
473,990-255-2170,216-732-0449,11/16/2018 2:47,11/16/2018 3:10,outgoing
474,788-947-6027,583-139-1032,2/10/2019 5:12,2/10/2019 6:03,outgoing
475,216-732-0449,748-938-9285,10/10/2018 23:07,10/10/2018 23:55,incoming
476,939-704-5084,148-346-8847,1/28/2019 8:48,1/28/2019 8:48,missed call
477,990-255-2170,788-947-6027,7/17/2017 10:38,7/17/2017 11:17,outgoing
478,939-704-5084,583-139-1032,5/5/2019 0:24,5/5/2019 0:24,missed call
479,826-275-4326,748-938-9285,1/6/2019 5:47,1/6/2019 5:47,missed call
480,583-139-1032,990-255-2170,1/3/2018 19:03,1/3/2018 19:03,missed call
481,148-346-8847,216-732-0449,6/19/2017 19:50,6/19/2017 19:53,outgoing
482,396-909-1708,788-947-6027,5/7/2019 11:45,5/7/2019 11:45,missed call
483,826-275-4326,748-938-9285,1/16/2018 21:04,1/16/2018 21:25,incoming
484,396-909-1708,583-139-1032,9/23/2017 0:31,9/23/2017 0:49,incoming
485,748-938-9285,788-947-6027,2/23/2018 22:29,2/23/2018 22:29,missed call
486,148-346-8847,748-938-9285,9/10/2017 9:17,9/10/2017 9:45,outgoing
487,748-938-9285,947-601-2803,7/18/2017 3:32,7/18/2017 3:58,incoming
488,990-255-2170,748-938-9285,3/3/2019 17:28,3/3/2019 17:28,missed call
489,947-601-2803,748-938-9285,10/12/2017 8:48,10/12/2017 9:10,outgoing
490,148-346-8847,947-601-2803,1/15/2019 0:22,1/15/2019 1:21,outgoing
491,396-909-1708,148-346-8847,4/16/2018 8:52,4/16/2018 8:52,missed call
492,788-947-6027,826-275-4326,5/19/2017 14:52,5/19/2017 15:52,incoming
493,583-139-1032,748-938-9285,9/27/2018 5:05,9/27/2018 5:05,missed call
494,396-909-1708,748-938-9285,4/14/2017 22:14,4/14/2017 22:28,outgoing
495,939-704-5084,583-139-1032,11/13/2018 12:01,11/13/2018 12:47,incoming
496,396-909-1708,788-947-6027,1/30/2019 19:24,1/30/2019 19:24,missed call
497,939-704-5084,947-601-2803,1/17/2019 12:27,1/17/2019 12:27,missed call
498,583-139-1032,788-947-6027,11/2/2018 6:52,11/2/2018 7:08,outgoing
499,788-947-6027,990-255-2170,8/16/2017 13:41,8/16/2017 13:41,missed call
500,826-275-4326,148-346-8847,1/2/2017 9:36,1/2/2017 10:17,incoming
