call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
243,209-935-3693,876-406-5867,7/22/2018 13:05,7/22/2018 13:05,missed call
244,209-935-3693,422-733-0037,2/22/2017 6:07,2/22/2017 6:49,outgoing
245,897-101-5964,320-924-6906,10/13/2018 16:48,10/13/2018 17:12,outgoing
246,825-843-6648,689-608-1743,7/1/2017 7:23,7/1/2017 8:11,outgoing
247,320-924-6906,689-608-1743,9/28/2017 0:34,9/28/2017 1:01,incoming
248,802-596-7910,533-355-4316,4/24/2017 3:00,4/24/2017 3:40,outgoing
249,533-355-4316,689-608-1743,4/9/2019 23:30,4/9/2019 23:30,missed call
250,689-608-1743,797-683-8500,2/26/2017 8:07,2/26/2017 8:20,outgoing
251,689-608-1743,825-843-6648,10/13/2018 17:42,10/13/2018 18:23,incoming
252,802-596-7910,689-608-1743,2/4/2017 5:08,2/4/2017 5:08,missed call
253,797-683-8500,802-596-7910,3/31/2017 2:37,3/31/2017 3:09,outgoing
254,209-935-3693,876-406-5867,10/1/2017 2:43,10/1/2017 3:04,outgoing
255,825-843-6648,533-355-4316,7/13/2017 11:03,7/13/2017 12:03,incoming
256,802-596-7910,422-733-0037,4/14/2017 11:34,4/14/2017 11:34,missed call
257,897-101-5964,533-355-4316,5/24/2018 3:01,5/24/2018 3:14,incoming
258,209-935-3693,689-608-1743,1/29/2017 3:20,1/29/2017 3:20,missed call
259,876-406-5867,422-733-0037,5/30/2019 23:18,5/30/2019 23:38,incoming
260,876-406-5867,422-733-0037,4/12/2018 19:51,4/12/2018 20:14,outgoing
261,802-596-7910,320-924-6906,2/26/2019 18:38,2/26/2019 18:38,missed call
262,209-935-3693,825-843-6648,1/3/2018 20:47,1/3/2018 20:47,missed call
263,209-935-3693,689-608-1743,4/19/2019 7:07,4/19/2019 7:27,outgoing
264,802-596-7910,422-733-0037,10/22/2018 9:53,10/22/2018 10:44,incoming
265,876-406-5867,209-935-3693,7/31/2018 8:42,7/31/2018 9:07,incoming
266,422-733-0037,797-683-8500,1/1/2018 1:11,1/1/2018 1:44,incoming
267,437-443-4548,675-142-2320,11/9/2017 23:52,11/10/2017 0:01,outgoing
268,931-318-8690,757-336-8759,10/10/2017 4:04,10/10/2017 4:56,outgoing
269,437-443-4548,957-659-2812,11/18/2018 13:53,11/18/2018 14:05,outgoing
270,675-142-2320,381-589-4551,11/12/2017 11:27,11/12/2017 12:02,outgoing
271,437-443-4548,957-659-2812,6/5/2018 1:04,6/5/2018 1:58,incoming
272,426-342-4940,757-336-8759,11/30/2018 19:33,11/30/2018 20:24,outgoing
273,399-798-9107,437-443-4548,4/4/2019 14:44,4/4/2019 14:59,outgoing
274,757-336-8759,675-142-2320,11/24/2018 9:39,11/24/2018 9:54,outgoing
275,757-336-8759,675-142-2320,4/17/2017 10:27,4/17/2017 10:58,outgoing
276,675-142-2320,381-589-4551,6/21/2018 17:00,6/21/2018 17:00,outgoing
277,757-336-8759,381-589-4551,6/29/2017 17:50,6/29/2017 17:50,missed call
278,399-798-9107,675-142-2320,11/6/2017 2:59,11/6/2017 3:08,incoming
279,426-342-4940,899-184-9861,11/19/2018 9:58,11/19/2018 10:11,outgoing
280,399-798-9107,675-142-2320,4/7/2017 7:19,4/7/2017 7:37,incoming
281,957-659-2812,675-142-2320,2/26/2017 7:31,2/26/2017 7:31,missed call
282,675-142-2320,426-342-4940,5/27/2019 20:00,5/27/2019 20:02,incoming
283,675-142-2320,757-336-8759,12/8/2018 20:09,12/8/2018 21:06,outgoing
284,899-184-9861,957-659-2812,4/19/2019 2:11,4/19/2019 3:03,incoming
285,675-142-2320,899-184-9861,1/26/2019 15:19,1/26/2019 16:10,incoming
286,931-318-8690,399-798-9107,2/23/2018 16:48,2/23/2018 17:28,outgoing
287,426-342-4940,675-142-2320,9/25/2017 8:41,9/25/2017 9:35,incoming
288,757-336-8759,399-798-9107,10/24/2018 21:38,10/24/2018 21:38,missed call
289,437-443-4548,424-338-1888,8/27/2018 22:22,8/27/2018 22:22,missed call
290,426-342-4940,675-142-2320,5/30/2019 23:38,5/30/2019 23:38,missed call
291,757-336-8759,899-184-9861,7/24/2017 15:48,7/24/2017 15:48,missed call
292,399-798-9107,899-184-9861,5/23/2017 23:15,5/23/2017 23:26,incoming
293,437-443-4548,931-318-8690,1/8/2019 23:27,1/8/2019 23:37,incoming
294,426-342-4940,899-184-9861,8/27/2017 20:46,8/27/2017 21:13,outgoing
295,399-798-9107,381-589-4551,4/8/2018 12:44,4/8/2018 13:33,incoming
296,426-342-4940,424-338-1888,5/16/2019 22:46,5/16/2019 23:34,incoming
297,675-142-2320,381-589-4551,11/29/2018 0:38,11/29/2018 1:07,outgoing
298,757-336-8759,899-184-9861,3/1/2017 20:02,3/1/2017 20:02,missed call
299,931-318-8690,675-142-2320,12/29/2018 0:28,12/29/2018 0:58,incoming
300,426-342-4940,424-338-1888,4/18/2018 5:58,4/18/2018 6:27,outgoing
