call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
128,143-531-4623,232-739-6412,2/21/2019 4:47,2/21/2019 4:50,outgoing
129,194-638-8390,965-184-6491,11/15/2018 12:51,11/15/2018 12:51,missed call
130,306-378-4644,143-531-4623,7/27/2018 13:30,7/27/2018 14:08,outgoing
131,194-638-8390,593-792-6975,4/12/2017 16:06,4/12/2017 16:43,incoming
132,232-739-6412,221-352-4993,4/20/2017 13:33,4/20/2017 14:26,outgoing
133,593-792-6975,143-531-4623,4/24/2018 9:43,4/24/2018 9:43,missed call
134,232-739-6412,593-792-6975,1/30/2019 6:29,1/30/2019 6:29,missed call
135,965-184-6491,143-531-4623,5/17/2018 21:33,5/17/2018 22:31,incoming
136,576-444-8440,143-531-4623,7/20/2017 0:21,7/20/2017 1:12,outgoing
137,335-702-9515,194-638-8390,4/9/2017 14:37,4/9/2017 14:48,outgoing
138,846-756-5396,576-444-8440,6/26/2017 0:59,6/26/2017 0:59,missed call
139,306-378-4644,593-792-6975,7/27/2018 0:57,7/27/2018 0:57,missed call
140,221-352-4993,306-378-4644,4/26/2018 1:53,4/26/2018 1:57,incoming
141,306-378-4644,593-792-6975,11/7/2018 8:16,11/7/2018 8:16,missed call
142,194-638-8390,143-531-4623,10/22/2018 8:32,10/22/2018 8:56,incoming
143,576-444-8440,143-531-4623,4/12/2017 7:49,4/12/2017 8:43,incoming
144,965-184-6491,221-352-4993,8/11/2017 7:13,8/11/2017 7:54,incoming
145,232-739-6412,576-444-8440,10/1/2018 20:33,10/1/2018 21:11,outgoing
146,232-739-6412,965-184-6491,12/4/2017 22:51,12/4/2017 23:35,incoming
147,194-638-8390,221-352-4993,5/22/2017 21:10,5/22/2017 21:44,outgoing
148,576-444-8440,221-352-4993,8/2/2017 12:34,8/2/2017 12:47,incoming
149,306-378-4644,576-444-8440,8/11/2017 6:56,8/11/2017 7:14,incoming
150,846-756-5396,593-792-6975,3/17/2018 8:40,3/17/2018 8:57,incoming
151,576-444-8440,221-352-4993,7/11/2018 9:14,7/11/2018 9:22,outgoing
152,221-352-4993,846-756-5396,7/2/2017 22:54,7/2/2017 22:54,missed call
153,306-378-4644,232-739-6412,3/18/2017 17:18,3/18/2017 17:46,incoming
154,194-638-8390,232-739-6412,3/10/2019 9:20,3/10/2019 10:16,incoming
155,143-531-4623,194-638-8390,3/28/2018 6:08,3/28/2018 6:08,missed call
156,576-444-8440,593-792-6975,8/10/2017 23:28,8/10/2017 23:28,missed call
157,335-702-9515,846-756-5396,4/2/2019 8:18,4/2/2019 8:44,incoming
158,965-184-6491,593-792-6975,11/14/2018 5:15,11/14/2018 5:39,outgoing
159,593-792-6975,194-638-8390,2/13/2019 6:09,2/13/2019 6:46,incoming
160,194-638-8390,965-184-6491,2/11/2019 20:30,2/11/2019 20:53,outgoing
161,335-702-9515,846-756-5396,3/29/2017 2:28,3/29/2017 2:48,incoming
162,576-444-8440,846-756-5396,2/9/2017 6:09,2/9/2017 6:20,outgoing
163,335-702-9515,143-531-4623,10/19/2018 4:55,10/19/2018 4:58,incoming
164,846-756-5396,335-702-9515,2/13/2018 5:57,2/13/2018 6:13,outgoing
165,965-184-6491,846-756-5396,11/8/2017 16:09,11/8/2017 16:09,missed call
166,965-184-6491,221-352-4993,5/6/2017 15:13,5/6/2017 16:06,outgoing
167,194-638-8390,335-702-9515,1/14/2018 10:12,1/14/2018 10:12,missed call
168,232-739-6412,593-792-6975,2/16/2019 23:26,2/16/2019 23:26,outgoing
169,194-638-8390,306-378-4644,4/15/2017 11:52,4/15/2017 12:39,incoming
170,846-756-5396,232-739-6412,12/3/2017 14:26,12/3/2017 14:31,incoming
171,576-444-8440,221-352-4993,5/21/2017 14:56,5/21/2017 15:50,incoming
172,593-792-6975,846-756-5396,1/28/2017 23:58,1/29/2017 0:49,incoming
173,335-702-9515,221-352-4993,5/20/2018 4:23,5/20/2018 4:41,incoming
174,593-792-6975,306-378-4644,8/28/2018 8:33,8/28/2018 9:20,outgoing
175,593-792-6975,576-444-8440,3/24/2018 4:55,3/24/2018 5:02,incoming
176,533-355-4316,876-406-5867,4/3/2019 2:24,4/3/2019 3:13,incoming
177,797-683-8500,897-101-5964,2/22/2019 19:05,2/22/2019 19:58,outgoing
178,209-935-3693,802-596-7910,1/12/2019 22:15,1/12/2019 23:11,incoming
179,209-935-3693,897-101-5964,5/3/2018 7:28,5/3/2018 7:50,incoming
180,209-935-3693,320-924-6906,7/5/2017 20:23,7/5/2017 20:33,outgoing
181,689-608-1743,897-101-5964,2/11/2018 8:06,2/11/2018 8:44,outgoing
182,689-608-1743,797-683-8500,4/11/2019 4:31,4/11/2019 4:31,missed call
183,897-101-5964,825-843-6648,7/30/2018 11:10,7/30/2018 11:40,incoming
184,320-924-6906,897-101-5964,5/11/2018 0:31,5/11/2018 1:14,incoming
185,209-935-3693,422-733-0037,3/9/2017 16:29,3/9/2017 16:29,missed call
186,209-935-3693,825-843-6648,1/13/2017 20:59,1/13/2017 20:59,missed call
187,797-683-8500,897-101-5964,5/19/2019 20:30,5/19/2019 21:13,incoming
188,209-935-3693,533-355-4316,7/11/2017 17:49,7/11/2017 18:21,incoming
189,802-596-7910,797-683-8500,11/22/2018 21:07,11/22/2018 21:36,outgoing
190,209-935-3693,422-733-0037,3/30/2017 5:35,3/30/2017 5:35,missed call
191,209-935-3693,897-101-5964,1/25/2018 6:28,1/25/2018 6:40,incoming
192,422-733-0037,802-596-7910,6/8/2018 8:50,6/8/2018 8:50,missed call
193,897-101-5964,533-355-4316,12/6/2017 10:01,12/6/2017 10:01,missed call
194,876-406-5867,897-101-5964,8/20/2018 8:12,8/20/2018 8:21,outgoing
195,897-101-5964,797-683-8500,5/2/2017 5:24,5/2/2017 5:45,outgoing
196,876-406-5867,825-843-6648,4/24/2017 6:00,4/24/2017 6:00,incoming
197,422-733-0037,897-101-5964,4/10/2017 14:12,4/10/2017 14:52,outgoing
198,897-101-5964,802-596-7910,1/30/2017 0:07,1/30/2017 0:58,outgoing
199,897-101-5964,797-683-8500,7/31/2017 7:47,7/31/2017 8:13,incoming
200,802-596-7910,320-924-6906,3/16/2018 5:13,3/16/2018 5:13,missed call
