call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
25,241-168-8259,227-100-2967,5/20/2018 5:51,5/20/2018 6:50,incoming
26,598-737-7459,614-619-2896,9/1/2017 14:34,9/1/2017 15:11,incoming
27,241-168-8259,598-737-7459,8/24/2018 18:25,8/24/2018 19:00,outgoing
28,598-737-7459,623-276-1104,4/9/2018 6:48,4/9/2018 6:48,missed call
29,123-110-9250,241-168-8259,4/26/2019 16:56,4/26/2019 17:36,incoming
30,398-674-8292,614-619-2896,6/29/2018 10:03,6/29/2018 10:08,incoming
31,237-547-1013,398-674-8292,3/17/2018 4:37,3/17/2018 4:37,missed call
32,123-110-9250,818-167-3374,4/7/2018 4:50,4/7/2018 4:56,outgoing
33,614-619-2896,985-935-9702,3/30/2018 0:13,3/30/2018 0:31,incoming
34,398-674-8292,237-547-1013,3/1/2017 0:08,3/1/2017 0:53,outgoing
35,985-935-9702,623-276-1104,6/2/2017 9:33,6/2/2017 9:33,missed call
36,237-547-1013,227-100-2967,11/8/2018 4:14,11/8/2018 4:16,incoming
37,818-167-3374,985-935-9702,1/19/2017 2:09,1/19/2017 2:53,outgoing
38,123-110-9250,241-168-8259,8/16/2017 16:17,8/16/2017 16:32,outgoing
39,123-110-9250,614-619-2896,2/12/2017 13:14,2/12/2017 13:14,missed call
40,241-168-8259,123-110-9250,1/9/2019 10:00,1/9/2019 10:00,missed call
41,818-167-3374,398-674-8292,2/5/2019 11:31,2/5/2019 11:31,missed call
42,623-276-1104,398-674-8292,8/7/2018 21:17,8/7/2018 21:17,missed call
43,598-737-7459,241-168-8259,6/17/2018 10:11,6/17/2018 10:58,outgoing
44,614-619-2896,623-276-1104,2/1/2019 12:35,2/1/2019 12:35,missed call
45,614-619-2896,123-110-9250,3/31/2019 9:31,3/31/2019 10:11,incoming
46,241-168-8259,237-547-1013,1/20/2018 7:55,1/20/2018 8:21,outgoing
47,237-547-1013,227-100-2967,11/16/2018 21:44,11/16/2018 22:24,incoming
48,623-276-1104,237-547-1013,3/28/2018 18:50,3/28/2018 18:50,missed call
49,614-619-2896,985-935-9702,2/3/2018 23:57,2/4/2018 0:18,outgoing
50,614-619-2896,598-737-7459,3/17/2019 5:23,3/17/2019 5:23,missed call
51,623-276-1104,398-674-8292,10/23/2018 6:33,10/23/2018 6:40,incoming
52,818-167-3374,985-935-9702,4/22/2017 7:09,4/22/2017 7:15,incoming
53,623-276-1104,241-168-8259,8/4/2017 9:57,8/4/2017 9:57,missed call
54,398-674-8292,123-110-9250,2/5/2018 14:24,2/5/2018 14:24,incoming
55,227-100-2967,241-168-8259,4/30/2019 7:40,4/30/2019 7:51,incoming
56,614-619-2896,241-168-8259,9/6/2018 7:16,9/6/2018 7:17,incoming
57,623-276-1104,398-674-8292,8/19/2018 3:45,8/19/2018 3:45,missed call
58,598-737-7459,985-935-9702,4/11/2017 2:31,4/11/2017 3:02,outgoing
59,623-276-1104,227-100-2967,2/15/2017 19:26,2/15/2017 19:44,outgoing
60,598-737-7459,614-619-2896,11/9/2017 19:47,11/9/2017 20:13,outgoing
61,818-167-3374,598-737-7459,1/4/2018 7:37,1/4/2018 8:12,outgoing
62,818-167-3374,398-674-8292,3/16/2018 7:37,3/16/2018 7:37,missed call
63,227-100-2967,818-167-3374,2/13/2017 19:04,2/13/2017 19:46,incoming
64,818-167-3374,623-276-1104,1/28/2018 11:08,1/28/2018 11:08,missed call
65,237-547-1013,818-167-3374,4/26/2019 11:12,4/26/2019 11:55,incoming
66,598-737-7459,614-619-2896,4/15/2018 11:11,4/15/2018 11:11,missed call
67,985-935-9702,623-276-1104,2/5/2017 14:57,2/5/2017 15:21,outgoing
68,227-100-2967,123-110-9250,4/8/2017 13:16,4/8/2017 14:06,incoming
69,227-100-2967,818-167-3374,3/23/2017 9:02,3/23/2017 9:02,missed call
70,598-737-7459,985-935-9702,9/25/2018 22:00,9/25/2018 22:00,missed call
71,241-168-8259,623-276-1104,4/22/2018 18:28,4/22/2018 18:28,missed call
72,985-935-9702,818-167-3374,5/5/2017 13:56,5/5/2017 13:56,missed call
73,623-276-1104,985-935-9702,10/18/2018 5:09,10/18/2018 5:09,missed call
74,598-737-7459,985-935-9702,5/20/2018 0:29,5/20/2018 0:59,outgoing
75,241-168-8259,614-619-2896,11/4/2017 18:52,11/4/2017 18:52,missed call
76,123-110-9250,237-547-1013,2/20/2019 12:21,2/20/2019 12:39,incoming
77,227-100-2967,985-935-9702,10/5/2017 3:47,10/5/2017 3:47,missed call
78,237-547-1013,123-110-9250,9/23/2018 18:56,9/23/2018 18:56,missed call
79,123-110-9250,241-168-8259,3/5/2017 9:00,3/5/2017 9:49,outgoing
80,123-110-9250,985-935-9702,11/27/2018 3:43,11/27/2018 3:43,missed call
81,614-619-2896,123-110-9250,3/8/2018 5:24,3/8/2018 5:55,incoming
82,623-276-1104,237-547-1013,7/17/2017 18:20,7/17/2017 18:49,incoming
83,227-100-2967,398-674-8292,2/19/2017 20:08,2/19/2017 20:08,missed call
84,237-547-1013,985-935-9702,11/12/2017 0:17,11/12/2017 0:30,incoming
85,623-276-1104,237-547-1013,10/1/2017 9:21,10/1/2017 9:21,missed call
86,398-674-8292,623-276-1104,5/16/2018 18:57,5/16/2018 19:56,outgoing
87,985-935-9702,614-619-2896,1/22/2017 23:25,1/23/2017 0:08,incoming
88,398-674-8292,614-619-2896,4/29/2019 15:40,4/29/2019 15:40,missed call
89,614-619-2896,818-167-3374,2/25/2018 5:42,2/25/2018 6:10,incoming
90,241-168-8259,123-110-9250,12/28/2018 0:55,12/28/2018 0:55,missed call
91,306-378-4644,194-638-8390,1/28/2017 9:08,1/28/2017 9:21,incoming
92,143-531-4623,846-756-5396,7/23/2018 3:15,7/23/2018 3:16,outgoing
93,306-378-4644,335-702-9515,3/3/2017 18:55,3/3/2017 18:55,missed call
94,965-184-6491,143-531-4623,4/9/2019 9:17,4/9/2019 9:45,outgoing
95,593-792-6975,221-352-4993,6/15/2017 15:02,6/15/2017 15:02,missed call
96,576-444-8440,965-184-6491,4/19/2019 19:57,4/19/2019 20:34,outgoing
97,335-702-9515,576-444-8440,4/6/2017 19:41,4/6/2017 19:41,missed call
98,965-184-6491,194-638-8390,6/29/2017 6:08,6/29/2017 6:31,incoming
99,232-739-6412,306-378-4644,11/24/2018 6:37,11/24/2018 7:14,incoming
100,143-531-4623,576-444-8440,10/26/2018 15:48,10/26/2018 16:15,incoming
101,306-378-4644,143-531-4623,5/26/2018 22:49,5/26/2018 23:07,incoming
102,306-378-4644,335-702-9515,1/11/2018 17:51,1/11/2018 18:49,outgoing
103,965-184-6491,846-756-5396,8/18/2018 1:40,8/18/2018 1:50,incoming
104,846-756-5396,306-378-4644,5/19/2019 2:19,5/19/2019 3:03,outgoing
105,143-531-4623,194-638-8390,11/15/2018 19:53,11/15/2018 20:31,incoming
106,143-531-4623,194-638-8390,5/30/2019 9:10,5/30/2019 9:31,incoming
107,232-739-6412,576-444-8440,1/4/2017 23:18,1/4/2017 23:48,outgoing
108,593-792-6975,232-739-6412,10/24/2018 21:26,10/24/2018 21:40,incoming
109,194-638-8390,335-702-9515,11/2/2018 11:11,11/2/2018 12:08,incoming
110,143-531-4623,221-352-4993,9/11/2017 3:43,9/11/2017 4:29,outgoing
111,143-531-4623,335-702-9515,11/9/2017 9:52,11/9/2017 9:52,missed call
112,965-184-6491,306-378-4644,5/29/2019 12:40,5/29/2019 13:00,incoming
113,306-378-4644,335-702-9515,9/14/2018 0:08,9/14/2018 0:08,missed call
114,335-702-9515,221-352-4993,7/15/2017 9:25,7/15/2017 9:43,incoming
115,593-792-6975,221-352-4993,5/30/2018 23:45,5/31/2018 0:38,incoming
116,576-444-8440,306-378-4644,2/14/2017 10:05,2/14/2017 10:53,incoming
117,194-638-8390,221-352-4993,3/15/2017 12:51,3/15/2017 12:51,missed call
118,221-352-4993,306-378-4644,1/31/2018 17:15,1/31/2018 17:15,missed call
119,593-792-6975,232-739-6412,12/28/2017 18:47,12/28/2017 18:47,missed call
120,846-756-5396,143-531-4623,5/20/2017 16:22,5/20/2017 17:13,incoming
121,576-444-8440,143-531-4623,3/17/2019 10:36,3/17/2019 10:36,missed call
122,232-739-6412,194-638-8390,6/28/2017 17:32,6/28/2017 17:32,missed call
123,335-702-9515,306-378-4644,4/18/2019 15:38,4/18/2019 15:38,missed call
124,232-739-6412,143-531-4623,5/23/2018 9:04,5/23/2018 9:31,incoming
125,194-638-8390,335-702-9515,3/24/2018 4:35,3/24/2018 4:52,incoming
126,143-531-4623,221-352-4993,2/26/2019 7:19,2/26/2019 7:30,outgoing
127,965-184-6491,143-531-4623,8/6/2018 20:53,8/6/2018 20:53,missed call
128,143-531-4623,232-739-6412,2/21/2019 4:47,2/21/2019 4:50,outgoing
129,194-638-8390,965-184-6491,11/15/2018 12:51,11/15/2018 12:51,missed call
130,306-378-4644,143-531-4623,7/27/2018 13:30,7/27/2018 14:08,outgoing
131,194-638-8390,593-792-6975,4/12/2017 16:06,4/12/2017 16:43,incoming
132,232-739-6412,221-352-4993,4/20/2017 13:33,4/20/2017 14:26,outgoing
133,593-792-6975,143-531-4623,4/24/2018 9:43,4/24/2018 9:43,missed call
134,232-739-6412,593-792-6975,1/30/2019 6:29,1/30/2019 6:29,missed call
135,965-184-6491,143-531-4623,5/17/2018 21:33,5/17/2018 22:31,incoming
136,576-444-8440,143-531-4623,7/20/2017 0:21,7/20/2017 1:12,outgoing
137,335-702-9515,194-638-8390,4/9/2017 14:37,4/9/2017 14:48,outgoing
138,846-756-5396,576-444-8440,6/26/2017 0:59,6/26/2017 0:59,missed call
139,306-378-4644,593-792-6975,7/27/2018 0:57,7/27/2018 0:57,missed call
140,221-352-4993,306-378-4644,4/26/2018 1:53,4/26/2018 1:57,incoming
141,306-378-4644,593-792-6975,11/7/2018 8:16,11/7/2018 8:16,missed call
142,194-638-8390,143-531-4623,10/22/2018 8:32,10/22/2018 8:56,incoming
143,576-444-8440,143-531-4623,4/12/2017 7:49,4/12/2017 8:43,incoming
144,965-184-6491,221-352-4993,8/11/2017 7:13,8/11/2017 7:54,incoming
145,232-739-6412,576-444-8440,10/1/2018 20:33,10/1/2018 21:11,outgoing
146,232-739-6412,965-184-6491,12/4/2017 22:51,12/4/2017 23:35,incoming
147,194-638-8390,221-352-4993,5/22/2017 21:10,5/22/2017 21:44,outgoing
148,576-444-8440,221-352-4993,8/2/2017 12:34,8/2/2017 12:47,incoming
149,306-378-4644,576-444-8440,8/11/2017 6:56,8/11/2017 7:14,incoming
150,846-756-5396,593-792-6975,3/17/2018 8:40,3/17/2018 8:57,incoming
151,576-444-8440,221-352-4993,7/11/2018 9:14,7/11/2018 9:22,outgoing
152,221-352-4993,846-756-5396,7/2/2017 22:54,7/2/2017 22:54,missed call
153,306-378-4644,232-739-6412,3/18/2017 17:18,3/18/2017 17:46,incoming
154,194-638-8390,232-739-6412,3/10/2019 9:20,3/10/2019 10:16,incoming
155,143-531-4623,194-638-8390,3/28/2018 6:08,3/28/2018 6:08,missed call
156,576-444-8440,593-792-6975,8/10/2017 23:28,8/10/2017 23:28,missed call
157,335-702-9515,846-756-5396,4/2/2019 8:18,4/2/2019 8:44,incoming
158,965-184-6491,593-792-6975,11/14/2018 5:15,11/14/2018 5:39,outgoing
159,593-792-6975,194-638-8390,2/13/2019 6:09,2/13/2019 6:46,incoming
160,194-638-8390,965-184-6491,2/11/2019 20:30,2/11/2019 20:53,outgoing
161,335-702-9515,846-756-5396,3/29/2017 2:28,3/29/2017 2:48,incoming
162,576-444-8440,846-756-5396,2/9/2017 6:09,2/9/2017 6:20,outgoing
163,335-702-9515,143-531-4623,10/19/2018 4:55,10/19/2018 4:58,incoming
164,846-756-5396,335-702-9515,2/13/2018 5:57,2/13/2018 6:13,outgoing
165,965-184-6491,846-756-5396,11/8/2017 16:09,11/8/2017 16:09,missed call
166,965-184-6491,221-352-4993,5/6/2017 15:13,5/6/2017 16:06,outgoing
167,194-638-8390,335-702-9515,1/14/2018 10:12,1/14/2018 10:12,missed call
168,232-739-6412,593-792-6975,2/16/2019 23:26,2/16/2019 23:26,outgoing
169,194-638-8390,306-378-4644,4/15/2017 11:52,4/15/2017 12:39,incoming
170,846-756-5396,232-739-6412,12/3/2017 14:26,12/3/2017 14:31,incoming
171,576-444-8440,221-352-4993,5/21/2017 14:56,5/21/2017 15:50,incoming
172,593-792-6975,846-756-5396,1/28/2017 23:58,1/29/2017 0:49,incoming
173,335-702-9515,221-352-4993,5/20/2018 4:23,5/20/2018 4:41,incoming
174,593-792-6975,306-378-4644,8/28/2018 8:33,8/28/2018 9:20,outgoing
175,593-792-6975,576-444-8440,3/24/2018 4:55,3/24/2018 5:02,incoming
176,533-355-4316,876-406-5867,4/3/2019 2:24,4/3/2019 3:13,incoming
177,797-683-8500,897-101-5964,2/22/2019 19:05,2/22/2019 19:58,outgoing
178,209-935-3693,802-596-7910,1/12/2019 22:15,1/12/2019 23:11,incoming
179,209-935-3693,897-101-5964,5/3/2018 7:28,5/3/2018 7:50,incoming
180,209-935-3693,320-924-6906,7/5/2017 20:23,7/5/2017 20:33,outgoing
181,689-608-1743,897-101-5964,2/11/2018 8:06,2/11/2018 8:44,outgoing
182,689-608-1743,797-683-8500,4/11/2019 4:31,4/11/2019 4:31,missed call
183,897-101-5964,825-843-6648,7/30/2018 11:10,7/30/2018 11:40,incoming
184,320-924-6906,897-101-5964,5/11/2018 0:31,5/11/2018 1:14,incoming
185,209-935-3693,422-733-0037,3/9/2017 16:29,3/9/2017 16:29,missed call
186,209-935-3693,825-843-6648,1/13/2017 20:59,1/13/2017 20:59,missed call
187,797-683-8500,897-101-5964,5/19/2019 20:30,5/19/2019 21:13,incoming
188,209-935-3693,533-355-4316,7/11/2017 17:49,7/11/2017 18:21,incoming
189,802-596-7910,797-683-8500,11/22/2018 21:07,11/22/2018 21:36,outgoing
190,209-935-3693,422-733-0037,3/30/2017 5:35,3/30/2017 5:35,missed call
191,209-935-3693,897-101-5964,1/25/2018 6:28,1/25/2018 6:40,incoming
192,422-733-0037,802-596-7910,6/8/2018 8:50,6/8/2018 8:50,missed call
193,897-101-5964,533-355-4316,12/6/2017 10:01,12/6/2017 10:01,missed call
194,876-406-5867,897-101-5964,8/20/2018 8:12,8/20/2018 8:21,outgoing
195,897-101-5964,797-683-8500,5/2/2017 5:24,5/2/2017 5:45,outgoing
196,876-406-5867,825-843-6648,4/24/2017 6:00,4/24/2017 6:00,incoming
197,422-733-0037,897-101-5964,4/10/2017 14:12,4/10/2017 14:52,outgoing
198,897-101-5964,802-596-7910,1/30/2017 0:07,1/30/2017 0:58,outgoing
199,897-101-5964,797-683-8500,7/31/2017 7:47,7/31/2017 8:13,incoming
200,802-596-7910,320-924-6906,3/16/2018 5:13,3/16/2018 5:13,missed call
201,422-733-0037,320-924-6906,4/2/2018 9:50,4/2/2018 9:50,missed call
202,802-596-7910,209-935-3693,3/11/2018 3:27,3/11/2018 3:27,missed call
203,802-596-7910,797-683-8500,3/16/2018 15:58,3/16/2018 15:58,missed call
204,422-733-0037,802-596-7910,6/10/2017 5:24,6/10/2017 6:09,incoming
205,422-733-0037,533-355-4316,2/18/2018 9:10,2/18/2018 9:52,incoming
206,422-733-0037,897-101-5964,10/11/2018 8:18,10/11/2018 8:23,outgoing
207,876-406-5867,320-924-6906,7/19/2018 22:11,7/19/2018 22:19,outgoing
208,689-608-1743,533-355-4316,5/7/2019 3:26,5/7/2019 3:54,outgoing
209,797-683-8500,897-101-5964,3/21/2017 15:07,3/21/2017 15:07,missed call
210,320-924-6906,533-355-4316,12/16/2017 3:57,12/16/2017 4:48,outgoing
211,533-355-4316,802-596-7910,3/16/2019 5:40,3/16/2019 6:12,outgoing
212,802-596-7910,533-355-4316,4/29/2018 3:03,4/29/2018 3:03,missed call
213,825-843-6648,320-924-6906,4/12/2018 18:51,4/12/2018 18:51,missed call
214,320-924-6906,209-935-3693,6/21/2018 18:59,6/21/2018 19:01,incoming
215,209-935-3693,897-101-5964,8/25/2017 2:58,8/25/2017 2:58,missed call
216,320-924-6906,897-101-5964,1/6/2017 21:52,1/6/2017 21:52,missed call
217,209-935-3693,876-406-5867,5/21/2017 13:49,5/21/2017 14:40,outgoing
218,422-733-0037,209-935-3693,1/5/2017 1:03,1/5/2017 1:23,incoming
219,876-406-5867,422-733-0037,1/27/2017 22:11,1/27/2017 22:11,missed call
220,802-596-7910,533-355-4316,9/19/2017 14:52,9/19/2017 14:52,missed call
221,320-924-6906,422-733-0037,9/27/2017 14:07,9/27/2017 14:07,missed call
222,689-608-1743,876-406-5867,12/4/2018 19:45,12/4/2018 20:04,incoming
223,825-843-6648,797-683-8500,3/22/2019 17:53,3/22/2019 18:47,incoming
224,320-924-6906,797-683-8500,2/6/2018 10:50,2/6/2018 10:50,missed call
225,802-596-7910,689-608-1743,12/28/2017 1:13,12/28/2017 1:58,incoming
226,876-406-5867,897-101-5964,11/22/2017 20:21,11/22/2017 20:21,missed call
227,533-355-4316,876-406-5867,9/12/2018 12:30,9/12/2018 12:30,missed call
228,797-683-8500,876-406-5867,12/13/2018 1:14,12/13/2018 2:14,outgoing
229,209-935-3693,320-924-6906,2/21/2018 8:26,2/21/2018 9:16,outgoing
230,533-355-4316,825-843-6648,10/25/2018 4:10,10/25/2018 4:34,outgoing
231,320-924-6906,422-733-0037,2/21/2017 20:40,2/21/2017 20:40,missed call
232,320-924-6906,825-843-6648,6/20/2018 13:12,6/20/2018 13:58,outgoing
233,876-406-5867,689-608-1743,4/11/2019 22:25,4/11/2019 22:48,outgoing
234,876-406-5867,689-608-1743,10/6/2017 23:35,10/6/2017 23:47,outgoing
235,209-935-3693,876-406-5867,9/11/2018 19:57,9/11/2018 19:57,missed call
236,825-843-6648,533-355-4316,2/25/2019 22:35,2/25/2019 22:45,outgoing
237,533-355-4316,689-608-1743,3/29/2017 15:37,3/29/2017 16:00,outgoing
238,689-608-1743,802-596-7910,1/14/2019 17:19,1/14/2019 17:49,incoming
239,802-596-7910,876-406-5867,4/12/2019 23:01,4/12/2019 23:21,incoming
240,320-924-6906,897-101-5964,5/24/2017 10:40,5/24/2017 10:40,missed call
241,825-843-6648,533-355-4316,3/2/2019 16:49,3/2/2019 17:29,incoming
242,797-683-8500,533-355-4316,5/24/2018 12:21,5/24/2018 12:21,missed call
243,209-935-3693,876-406-5867,7/22/2018 13:05,7/22/2018 13:05,missed call
244,209-935-3693,422-733-0037,2/22/2017 6:07,2/22/2017 6:49,outgoing
245,897-101-5964,320-924-6906,10/13/2018 16:48,10/13/2018 17:12,outgoing
246,825-843-6648,689-608-1743,7/1/2017 7:23,7/1/2017 8:11,outgoing
247,320-924-6906,689-608-1743,9/28/2017 0:34,9/28/2017 1:01,incoming
248,802-596-7910,533-355-4316,4/24/2017 3:00,4/24/2017 3:40,outgoing
249,533-355-4316,689-608-1743,4/9/2019 23:30,4/9/2019 23:30,missed call
250,689-608-1743,797-683-8500,2/26/2017 8:07,2/26/2017 8:20,outgoing
251,689-608-1743,825-843-6648,10/13/2018 17:42,10/13/2018 18:23,incoming
252,802-596-7910,689-608-1743,2/4/2017 5:08,2/4/2017 5:08,missed call
253,797-683-8500,802-596-7910,3/31/2017 2:37,3/31/2017 3:09,outgoing
254,209-935-3693,876-406-5867,10/1/2017 2:43,10/1/2017 3:04,outgoing
255,825-843-6648,533-355-4316,7/13/2017 11:03,7/13/2017 12:03,incoming
256,802-596-7910,422-733-0037,4/14/2017 11:34,4/14/2017 11:34,missed call
257,897-101-5964,533-355-4316,5/24/2018 3:01,5/24/2018 3:14,incoming
258,209-935-3693,689-608-1743,1/29/2017 3:20,1/29/2017 3:20,missed call
259,876-406-5867,422-733-0037,5/30/2019 23:18,5/30/2019 23:38,incoming
260,876-406-5867,422-733-0037,4/12/2018 19:51,4/12/2018 20:14,outgoing
261,802-596-7910,320-924-6906,2/26/2019 18:38,2/26/2019 18:38,missed call
262,209-935-3693,825-843-6648,1/3/2018 20:47,1/3/2018 20:47,missed call
263,209-935-3693,689-608-1743,4/19/2019 7:07,4/19/2019 7:27,outgoing
264,802-596-7910,422-733-0037,10/22/2018 9:53,10/22/2018 10:44,incoming
265,876-406-5867,209-935-3693,7/31/2018 8:42,7/31/2018 9:07,incoming
266,422-733-0037,797-683-8500,1/1/2018 1:11,1/1/2018 1:44,incoming
267,437-443-4548,675-142-2320,11/9/2017 23:52,11/10/2017 0:01,outgoing
268,931-318-8690,757-336-8759,10/10/2017 4:04,10/10/2017 4:56,outgoing
269,437-443-4548,957-659-2812,11/18/2018 13:53,11/18/2018 14:05,outgoing
270,675-142-2320,381-589-4551,11/12/2017 11:27,11/12/2017 12:02,outgoing
271,437-443-4548,957-659-2812,6/5/2018 1:04,6/5/2018 1:58,incoming
272,426-342-4940,757-336-8759,11/30/2018 19:33,11/30/2018 20:24,outgoing
273,399-798-9107,437-443-4548,4/4/2019 14:44,4/4/2019 14:59,outgoing
274,757-336-8759,675-142-2320,11/24/2018 9:39,11/24/2018 9:54,outgoing
275,757-336-8759,675-142-2320,4/17/2017 10:27,4/17/2017 10:58,outgoing
276,675-142-2320,381-589-4551,6/21/2018 17:00,6/21/2018 17:00,outgoing
277,757-336-8759,381-589-4551,6/29/2017 17:50,6/29/2017 17:50,missed call
278,399-798-9107,675-142-2320,11/6/2017 2:59,11/6/2017 3:08,incoming
279,426-342-4940,899-184-9861,11/19/2018 9:58,11/19/2018 10:11,outgoing
280,399-798-9107,675-142-2320,4/7/2017 7:19,4/7/2017 7:37,incoming
281,957-659-2812,675-142-2320,2/26/2017 7:31,2/26/2017 7:31,missed call
282,675-142-2320,426-342-4940,5/27/2019 20:00,5/27/2019 20:02,incoming
283,675-142-2320,757-336-8759,12/8/2018 20:09,12/8/2018 21:06,outgoing
284,899-184-9861,957-659-2812,4/19/2019 2:11,4/19/2019 3:03,incoming
285,675-142-2320,899-184-9861,1/26/2019 15:19,1/26/2019 16:10,incoming
286,931-318-8690,399-798-9107,2/23/2018 16:48,2/23/2018 17:28,outgoing
287,426-342-4940,675-142-2320,9/25/2017 8:41,9/25/2017 9:35,incoming
288,757-336-8759,399-798-9107,10/24/2018 21:38,10/24/2018 21:38,missed call
289,437-443-4548,424-338-1888,8/27/2018 22:22,8/27/2018 22:22,missed call
290,426-342-4940,675-142-2320,5/30/2019 23:38,5/30/2019 23:38,missed call
291,757-336-8759,899-184-9861,7/24/2017 15:48,7/24/2017 15:48,missed call
292,399-798-9107,899-184-9861,5/23/2017 23:15,5/23/2017 23:26,incoming
293,437-443-4548,931-318-8690,1/8/2019 23:27,1/8/2019 23:37,incoming
294,426-342-4940,899-184-9861,8/27/2017 20:46,8/27/2017 21:13,outgoing
295,399-798-9107,381-589-4551,4/8/2018 12:44,4/8/2018 13:33,incoming
296,426-342-4940,424-338-1888,5/16/2019 22:46,5/16/2019 23:34,incoming
297,675-142-2320,381-589-4551,11/29/2018 0:38,11/29/2018 1:07,outgoing
298,757-336-8759,899-184-9861,3/1/2017 20:02,3/1/2017 20:02,missed call
299,931-318-8690,675-142-2320,12/29/2018 0:28,12/29/2018 0:58,incoming
300,426-342-4940,424-338-1888,4/18/2018 5:58,4/18/2018 6:27,outgoing
301,675-142-2320,424-338-1888,2/7/2019 14:38,2/7/2019 14:38,missed call
302,437-443-4548,424-338-1888,12/23/2017 23:37,12/24/2017 0:00,outgoing
303,399-798-9107,675-142-2320,11/8/2017 1:54,11/8/2017 2:29,outgoing
304,399-798-9107,426-342-4940,11/9/2017 12:29,11/9/2017 13:17,incoming
305,424-338-1888,931-318-8690,12/7/2018 20:45,12/7/2018 20:48,incoming
306,381-589-4551,675-142-2320,1/23/2019 3:58,1/23/2019 4:57,outgoing
307,675-142-2320,957-659-2812,3/14/2018 13:55,3/14/2018 14:52,outgoing
308,437-443-4548,426-342-4940,3/5/2017 2:57,3/5/2017 2:57,missed call
309,399-798-9107,675-142-2320,1/3/2019 15:06,1/3/2019 15:56,incoming
310,757-336-8759,424-338-1888,2/14/2019 17:11,2/14/2019 17:11,missed call
311,437-443-4548,426-342-4940,5/14/2019 20:32,5/14/2019 20:32,missed call
312,899-184-9861,437-443-4548,1/23/2017 17:56,1/23/2017 18:31,outgoing
313,957-659-2812,424-338-1888,6/1/2018 9:25,6/1/2018 9:25,missed call
314,675-142-2320,957-659-2812,1/22/2018 4:47,1/22/2018 5:34,incoming
315,757-336-8759,399-798-9107,2/7/2018 11:57,2/7/2018 11:59,incoming
316,426-342-4940,757-336-8759,1/18/2018 17:48,1/18/2018 18:07,incoming
317,426-342-4940,957-659-2812,11/25/2017 17:52,11/25/2017 18:30,outgoing
318,426-342-4940,424-338-1888,12/23/2017 16:55,12/23/2017 17:04,outgoing
319,899-184-9861,426-342-4940,2/4/2018 11:05,2/4/2018 11:52,outgoing
320,757-336-8759,675-142-2320,12/9/2017 1:30,12/9/2017 2:09,outgoing
321,426-342-4940,437-443-4548,1/23/2017 19:02,1/23/2017 19:57,outgoing
322,675-142-2320,931-318-8690,1/7/2019 2:55,1/7/2019 3:19,incoming
323,381-589-4551,675-142-2320,2/24/2017 14:44,2/24/2017 14:44,missed call
324,426-342-4940,424-338-1888,1/25/2017 11:30,1/25/2017 11:41,incoming
325,675-142-2320,381-589-4551,1/14/2018 5:53,1/14/2018 5:53,missed call
326,931-318-8690,426-342-4940,10/23/2017 9:50,10/23/2017 10:33,incoming
327,757-336-8759,899-184-9861,2/3/2019 4:06,2/3/2019 4:51,outgoing
328,399-798-9107,957-659-2812,8/1/2018 13:10,8/1/2018 13:58,outgoing
329,899-184-9861,757-336-8759,1/24/2018 23:32,1/25/2018 0:29,incoming
