call_id,phone_number,receiver,starttimestamp,endtimestamp,direction
324,426-342-4940,424-338-1888,1/25/2017 11:30,1/25/2017 11:41,incoming
325,675-142-2320,381-589-4551,1/14/2018 5:53,1/14/2018 5:53,missed call
326,931-318-8690,426-342-4940,10/23/2017 9:50,10/23/2017 10:33,incoming
327,757-336-8759,899-184-9861,2/3/2019 4:06,2/3/2019 4:51,outgoing
328,399-798-9107,957-659-2812,8/1/2018 13:10,8/1/2018 13:58,outgoing
329,899-184-9861,757-336-8759,1/24/2018 23:32,1/25/2018 0:29,incoming
330,957-659-2812,675-142-2320,10/22/2018 8:48,10/22/2018 9:27,incoming
331,899-184-9861,957-659-2812,6/1/2019 1:04,6/1/2019 1:52,incoming
332,675-142-2320,437-443-4548,3/22/2019 14:11,3/22/2019 14:21,outgoing
333,381-589-4551,675-142-2320,11/12/2018 18:27,11/12/2018 19:25,incoming
334,381-589-4551,426-342-4940,11/11/2018 7:15,11/11/2018 7:47,incoming
335,675-142-2320,424-338-1888,5/10/2019 11:43,5/10/2019 12:23,outgoing
336,426-342-4940,931-318-8690,6/10/2017 16:04,6/10/2017 16:17,incoming
337,757-336-8759,399-798-9107,3/30/2017 13:37,3/30/2017 14:17,outgoing
338,381-589-4551,399-798-9107,1/30/2017 1:04,1/30/2017 1:04,missed call
339,426-342-4940,675-142-2320,1/26/2019 0:35,1/26/2019 0:35,missed call
340,399-798-9107,757-336-8759,1/9/2017 15:25,1/9/2017 15:52,incoming
341,757-336-8759,424-338-1888,4/19/2017 23:45,4/20/2017 0:08,incoming
342,757-336-8759,957-659-2812,1/15/2018 20:36,1/15/2018 21:00,incoming
343,399-798-9107,675-142-2320,3/25/2018 16:05,3/25/2018 16:25,outgoing
344,757-336-8759,424-338-1888,4/1/2017 16:58,4/1/2017 17:57,outgoing
345,426-342-4940,424-338-1888,4/15/2017 22:28,4/15/2017 22:28,missed call
346,381-589-4551,899-184-9861,5/24/2019 2:38,5/24/2019 3:33,outgoing
347,931-318-8690,757-336-8759,5/10/2019 5:40,5/10/2019 5:40,missed call
348,931-318-8690,757-336-8759,6/5/2018 17:51,6/5/2018 17:51,missed call
349,437-443-4548,399-798-9107,5/11/2019 23:33,5/12/2019 0:15,incoming
350,675-142-2320,426-342-4940,3/15/2018 3:42,3/15/2018 4:36,outgoing
351,424-338-1888,931-318-8690,4/13/2017 12:41,4/13/2017 12:41,missed call
352,381-589-4551,675-142-2320,4/29/2019 16:00,4/29/2019 16:35,incoming
353,424-338-1888,931-318-8690,9/26/2018 3:21,9/26/2018 3:55,outgoing
354,437-443-4548,424-338-1888,11/16/2018 17:33,11/16/2018 17:58,outgoing
355,424-338-1888,437-443-4548,3/31/2017 18:48,3/31/2017 19:33,incoming
356,424-338-1888,899-184-9861,6/23/2018 3:41,6/23/2018 4:05,outgoing
357,675-142-2320,426-342-4940,2/6/2017 9:37,2/6/2017 10:28,outgoing
358,675-142-2320,437-443-4548,3/27/2017 3:11,3/27/2017 3:42,outgoing
359,675-142-2320,426-342-4940,12/21/2017 14:30,12/21/2017 14:59,incoming
360,931-318-8690,381-589-4551,1/8/2017 10:06,1/8/2017 10:37,outgoing
361,426-342-4940,899-184-9861,5/5/2019 8:08,5/5/2019 8:17,incoming
362,725-415-6951,797-327-4834,2/11/2019 4:17,2/11/2019 4:17,missed call
363,266-359-0293,797-327-4834,8/3/2018 7:52,8/3/2018 8:34,outgoing
364,102-962-5125,725-415-6951,1/8/2018 13:15,1/8/2018 13:30,outgoing
365,102-962-5125,844-626-7152,5/5/2019 13:40,5/5/2019 13:40,missed call
366,410-685-9374,266-359-0293,5/12/2019 21:00,5/12/2019 21:41,outgoing
367,725-415-6951,797-327-4834,7/14/2018 9:23,7/14/2018 10:10,outgoing
368,527-692-9334,126-285-8913,11/9/2018 8:32,11/9/2018 9:28,incoming
369,410-685-9374,725-415-6951,3/27/2019 15:42,3/27/2019 15:50,outgoing
370,353-760-5645,102-962-5125,7/25/2018 5:46,7/25/2018 6:19,outgoing
371,690-105-8381,353-760-5645,12/2/2018 0:05,12/2/2018 0:50,incoming
372,410-685-9374,725-415-6951,1/27/2019 4:01,1/27/2019 4:01,missed call
373,725-415-6951,266-359-0293,9/10/2018 18:34,9/10/2018 18:34,missed call
374,266-359-0293,126-285-8913,9/23/2017 14:23,9/23/2017 14:25,outgoing
375,266-359-0293,410-685-9374,5/22/2018 2:32,5/22/2018 3:07,outgoing
376,844-626-7152,353-760-5645,2/11/2017 1:11,2/11/2017 1:11,missed call
377,527-692-9334,690-105-8381,12/22/2017 2:27,12/22/2017 3:24,outgoing
378,126-285-8913,266-359-0293,6/13/2017 20:15,6/13/2017 20:53,outgoing
379,266-359-0293,844-626-7152,4/12/2019 16:29,4/12/2019 16:34,incoming
380,797-327-4834,844-626-7152,8/6/2017 4:00,8/6/2017 4:09,outgoing
381,102-962-5125,690-105-8381,5/14/2019 9:35,5/14/2019 9:35,missed call
382,102-962-5125,690-105-8381,6/8/2018 5:53,6/8/2018 6:49,outgoing
383,266-359-0293,126-285-8913,3/12/2019 8:35,3/12/2019 8:54,outgoing
384,353-760-5645,102-962-5125,3/28/2018 12:42,3/28/2018 13:19,outgoing
385,126-285-8913,844-626-7152,4/23/2018 19:37,4/23/2018 20:28,incoming
386,527-692-9334,353-760-5645,8/19/2017 18:09,8/19/2017 18:09,missed call
387,102-962-5125,690-105-8381,4/11/2019 13:01,4/11/2019 13:40,outgoing
388,353-760-5645,725-415-6951,1/8/2017 16:16,1/8/2017 16:16,missed call
389,844-626-7152,410-685-9374,3/6/2019 17:11,3/6/2019 17:16,outgoing
390,844-626-7152,266-359-0293,8/11/2018 0:35,8/11/2018 0:35,missed call
391,353-760-5645,410-685-9374,1/21/2017 18:20,1/21/2017 19:14,incoming
392,725-415-6951,527-692-9334,9/5/2018 22:38,9/5/2018 22:38,missed call
393,126-285-8913,353-760-5645,2/1/2018 0:09,2/1/2018 0:09,missed call
394,527-692-9334,353-760-5645,12/25/2018 5:44,12/25/2018 6:26,incoming
395,410-685-9374,797-327-4834,7/16/2018 9:53,7/16/2018 10:20,outgoing
396,527-692-9334,797-327-4834,10/17/2018 23:37,10/18/2018 0:00,outgoing
397,690-105-8381,527-692-9334,6/12/2018 19:48,6/12/2018 19:48,missed call
398,797-327-4834,353-760-5645,7/17/2017 7:01,7/17/2017 7:43,outgoing
399,725-415-6951,102-962-5125,2/9/2019 7:40,2/9/2019 8:11,outgoing
400,690-105-8381,266-359-0293,3/13/2018 22:59,3/13/2018 22:59,missed call
