id,first_name,last_name,gender,birthdate,zipcode,city,state,active,region,connection_type,average_call_length,age,app,MB used,personas
10020,Regine,Llewellyn,0,3/10/1955,90610,Whittier,California,1,3,1,51.62,64,10,235.09,Jessica
10020,Regine,Llewellyn,0,3/10/1955,90610,Whittier,California,1,3,1,51.62,64,14,124.02,Jessica
10020,Regine,Llewellyn,0,3/10/1955,90610,Whittier,California,1,3,1,51.62,64,8,667.94,Gina
10020,Regine,Llewellyn,0,3/10/1955,90610,Whittier,California,1,3,1,51.62,64,13,834.73,Tiffany
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,1,895.98,Tiffany
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,10,470.6,Erica
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,2,269.46,Erica
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,18,550.85,Gina
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,13,636.92,Gina
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,17,503.52,Gina
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,12,104.05,Jessica
10021,Drucie,Yeiles,0,3/18/1970,10280,New York City,New York,1,0,0,43.49,49,8,87.68,Jessica
10022,Opaline,Ride,0,3/19/1957,38150,Memphis,Tennessee,0,5,1,30.15,62,2,405.74,Erica
10022,Opaline,Ride,0,3/19/1957,38150,Memphis,Tennessee,0,5,1,30.15,62,13,422.98,Erica
10022,Opaline,Ride,0,3/19/1957,38150,Memphis,Tennessee,0,5,1,30.15,62,15,689.79,Gina
10023,Gilli,Ginley,0,12/17/1991,83405,Idaho Falls,Idaho,1,4,1,41.7,27,11,471.03,Erica
10023,Gilli,Ginley,0,12/17/1991,83405,Idaho Falls,Idaho,1,4,1,41.7,27,16,701.77,Tiffany
10023,Gilli,Ginley,0,12/17/1991,83405,Idaho Falls,Idaho,1,4,1,41.7,27,5,221.27,Jessica
10023,Gilli,Ginley,0,12/17/1991,83405,Idaho Falls,Idaho,1,4,1,41.7,27,8,546.42,Gina
10023,Gilli,Ginley,0,12/17/1991,83405,Idaho Falls,Idaho,1,4,1,41.7,27,6,460.29,Erica
10024,Staford,Rounding,1,1/6/1954,23277,Richmond,Virginia,0,5,0,22.45,65,13,260.48,Jason
10024,Staford,Rounding,1,1/6/1954,23277,Richmond,Virginia,0,5,0,22.45,65,15,842.94,Matt
10024,Staford,Rounding,1,1/6/1954,23277,Richmond,Virginia,0,5,0,22.45,65,6,477.97,David
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,5,419.37,Andrew
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,12,547,David
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,8,444.65,Andrew
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,18,347.94,Andrew
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,3,865.36,Matt
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,6,610.52,David
10025,Bary,Lydiatt,1,5/6/1962,75379,Dallas,Texas,0,6,0,54.48,57,4,316.81,Andrew
10026,Ranee,Pumphreys,0,5/27/1962,19196,Philadelphia,Pennsylvania,1,0,1,22.74,57,3,675.93,Gina
10026,Ranee,Pumphreys,0,5/27/1962,19196,Philadelphia,Pennsylvania,1,0,1,22.74,57,18,775.12,Tiffany
10026,Ranee,Pumphreys,0,5/27/1962,19196,Philadelphia,Pennsylvania,1,0,1,22.74,57,11,767.56,Tiffany
10026,Ranee,Pumphreys,0,5/27/1962,19196,Philadelphia,Pennsylvania,1,0,1,22.74,57,15,604.36,Gina
10026,Ranee,Pumphreys,0,5/27/1962,19196,Philadelphia,Pennsylvania,1,0,1,22.74,57,5,343.55,Erica
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,10,326.29,Erica
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,11,91.84,Jessica
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,18,695.07,Tiffany
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,12,121.72,Jessica
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,7,403.64,Erica
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,14,809.47,Tiffany
10027,Willabella,Tomasz,0,6/8/1988,7112,Newark,New Jersey,1,0,0,23.68,31,4,209.94,Jessica
10028,Luisa,Derges,0,6/29/1992,89595,Reno,Nevada,1,4,0,26.88,27,10,296.61,Erica
10028,Luisa,Derges,0,6/29/1992,89595,Reno,Nevada,1,4,0,26.88,27,4,450.82,Erica
10028,Luisa,Derges,0,6/29/1992,89595,Reno,Nevada,1,4,0,26.88,27,2,589.08,Gina
10028,Luisa,Derges,0,6/29/1992,89595,Reno,Nevada,1,4,0,26.88,27,18,383.42,Erica
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,17,562.03,David
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,11,364.25,Andrew
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,0,516.52,David
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,8,591.22,David
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,15,662.31,David
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,7,348.95,Andrew
10029,Teodorico,Andryszczak,1,3/16/1986,50393,Des Moines,Iowa,1,1,0,54.69,33,9,837.38,Matt
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,18,555.61,Gina
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,16,546.42,Gina
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,7,819.86,Tiffany
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,6,866.28,Tiffany
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,14,529.22,Gina
10030,Anjela,Reese,0,7/11/1982,78260,San Antonio,Texas,1,6,0,29.36,37,11,755.2,Tiffany
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,7,792.98,Tiffany
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,1,406.15,Erica
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,12,350.05,Erica
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,10,66.15,Jessica
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,4,750.56,Tiffany
10031,Kirsten,Swadlin,0,6/1/1976,34615,Clearwater,Florida,0,5,0,17.67,43,11,710.66,Tiffany
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,14,357.72,Erica
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,8,374.51,Erica
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,18,304.73,Erica
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,9,77.17,Jessica
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,0,677.2,Gina
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,2,411.63,Erica
10032,Letti,Calyton,0,10/2/1989,14639,Rochester,New York,0,0,0,32.84,29,15,782.01,Tiffany
10033,Collete,Baysting,0,2/8/1977,11436,Jamaica,New York,1,0,1,47.38,42,2,558.44,Gina
10033,Collete,Baysting,0,2/8/1977,11436,Jamaica,New York,1,0,1,47.38,42,9,238.42,Jessica
10033,Collete,Baysting,0,2/8/1977,11436,Jamaica,New York,1,0,1,47.38,42,10,430.5,Erica
10033,Collete,Baysting,0,2/8/1977,11436,Jamaica,New York,1,0,1,47.38,42,14,696.61,Tiffany
10034,Christina,Awton,0,12/6/1999,46278,Indianapolis,Indiana,1,1,1,59.14,19,1,655.68,Gina
10034,Christina,Awton,0,12/6/1999,46278,Indianapolis,Indiana,1,1,1,59.14,19,2,650.74,Gina
10034,Christina,Awton,0,12/6/1999,46278,Indianapolis,Indiana,1,1,1,59.14,19,12,204.31,Jessica
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,12,827.21,Matt
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,16,419.97,Andrew
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,13,294.04,Andrew
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,2,424.09,Andrew
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,15,226.9,Jason
10035,Costa,Ringsell,1,1/19/2002,2119,Boston,Massachusetts,0,2,0,26.24,17,9,455.33,Andrew
10036,Quinn,Vasentsov,0,5/30/1973,98907,Yakima,Washington,0,3,0,58.81,46,14,827.8,Tiffany
10036,Quinn,Vasentsov,0,5/30/1973,98907,Yakima,Washington,0,3,0,58.81,46,2,686.69,Gina
10036,Quinn,Vasentsov,0,5/30/1973,98907,Yakima,Washington,0,3,0,58.81,46,8,204.56,Jessica
10036,Quinn,Vasentsov,0,5/30/1973,98907,Yakima,Washington,0,3,0,58.81,46,15,676.86,Gina
10036,Quinn,Vasentsov,0,5/30/1973,98907,Yakima,Washington,0,3,0,58.81,46,1,710.84,Tiffany
10037,Gerianna,Filippazzo,0,1/24/1999,87190,Albuquerque,New Mexico,0,6,1,34.11,20,15,674.19,Gina
10037,Gerianna,Filippazzo,0,1/24/1999,87190,Albuquerque,New Mexico,0,6,1,34.11,20,4,151.34,Jessica
10037,Gerianna,Filippazzo,0,1/24/1999,87190,Albuquerque,New Mexico,0,6,1,34.11,20,17,596.74,Gina
10037,Gerianna,Filippazzo,0,1/24/1999,87190,Albuquerque,New Mexico,0,6,1,34.11,20,12,582.48,Gina
10037,Gerianna,Filippazzo,0,1/24/1999,87190,Albuquerque,New Mexico,0,6,1,34.11,20,8,610.15,Gina
10038,Tilly,Vischi,0,11/17/1997,2472,Watertown,Massachusetts,1,2,0,9.72,21,14,790.48,Tiffany
10038,Tilly,Vischi,0,11/17/1997,2472,Watertown,Massachusetts,1,2,0,9.72,21,5,250.9,Jessica
10038,Tilly,Vischi,0,11/17/1997,2472,Watertown,Massachusetts,1,2,0,9.72,21,18,749.43,Tiffany
10038,Tilly,Vischi,0,11/17/1997,2472,Watertown,Massachusetts,1,2,0,9.72,21,16,412.89,Erica
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,12,670.22,Gina
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,1,874.64,Tiffany
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,10,312.55,Erica
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,0,365.34,Erica
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,8,197.47,Jessica
10039,Ulrica,Onians,0,2/23/1997,31190,Atlanta,Georgia,1,5,0,55.67,22,3,610.94,Gina
10040,Erda,Fauguel,0,11/1/1968,53205,Milwaukee,Wisconsin,0,1,0,12.47,50,1,360.28,Erica
10040,Erda,Fauguel,0,11/1/1968,53205,Milwaukee,Wisconsin,0,1,0,12.47,50,12,783.45,Tiffany
10040,Erda,Fauguel,0,11/1/1968,53205,Milwaukee,Wisconsin,0,1,0,12.47,50,9,440.66,Erica
10041,Noelani,Semper,0,3/25/1998,33742,Saint Petersburg,Florida,0,5,1,41.72,21,12,314.65,Erica
10041,Noelani,Semper,0,3/25/1998,33742,Saint Petersburg,Florida,0,5,1,41.72,21,8,231.51,Jessica
10041,Noelani,Semper,0,3/25/1998,33742,Saint Petersburg,Florida,0,5,1,41.72,21,16,456.14,Erica
10042,Brendis,Bland,1,12/10/1957,32225,Jacksonville,Florida,1,5,0,9.44,61,12,604.92,David
10042,Brendis,Bland,1,12/10/1957,32225,Jacksonville,Florida,1,5,0,9.44,61,18,887.37,Matt
10042,Brendis,Bland,1,12/10/1957,32225,Jacksonville,Florida,1,5,0,9.44,61,2,541.42,David
10042,Brendis,Bland,1,12/10/1957,32225,Jacksonville,Florida,1,5,0,9.44,61,0,803.31,Matt
10042,Brendis,Bland,1,12/10/1957,32225,Jacksonville,Florida,1,5,0,9.44,61,3,890.31,Matt
10043,Channa,Oda,0,1/31/1961,70836,Baton Rouge,Louisiana,0,5,1,40.02,58,8,560.63,Gina
10043,Channa,Oda,0,1/31/1961,70836,Baton Rouge,Louisiana,0,5,1,40.02,58,6,445.66,Erica
10043,Channa,Oda,0,1/31/1961,70836,Baton Rouge,Louisiana,0,5,1,40.02,58,9,773.34,Tiffany
10044,Duffy,Lockhart,1,10/16/1963,22301,Alexandria,Virginia,0,5,0,34.68,55,17,733.8,Matt
10045,Jillana,Aloshikin,0,8/14/1980,93034,Oxnard,California,1,3,1,55.09,38,7,844.65,Tiffany
10045,Jillana,Aloshikin,0,8/14/1980,93034,Oxnard,California,1,3,1,55.09,38,10,310.95,Erica
10045,Jillana,Aloshikin,0,8/14/1980,93034,Oxnard,California,1,3,1,55.09,38,4,298.59,Erica
10045,Jillana,Aloshikin,0,8/14/1980,93034,Oxnard,California,1,3,1,55.09,38,11,843.81,Tiffany
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,18,476.19,Erica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,2,108.25,Jessica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,9,90.99,Jessica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,13,117.08,Jessica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,3,146.64,Jessica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,16,199.12,Jessica
10046,Twyla,Widmoor,0,2/18/2001,55115,Saint Paul,Minnesota,0,1,0,53.68,18,8,482.99,Gina
10047,Sampson,Kneath,1,6/12/1988,66606,Topeka,Kansas,1,1,1,52.38,31,8,485.68,David
10047,Sampson,Kneath,1,6/12/1988,66606,Topeka,Kansas,1,1,1,52.38,31,5,781.87,Matt
10047,Sampson,Kneath,1,6/12/1988,66606,Topeka,Kansas,1,1,1,52.38,31,4,849.02,Matt
10047,Sampson,Kneath,1,6/12/1988,66606,Topeka,Kansas,1,1,1,52.38,31,14,232.01,Jason
10047,Sampson,Kneath,1,6/12/1988,66606,Topeka,Kansas,1,1,1,52.38,31,15,331.26,Andrew
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,17,588.88,Gina
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,1,201.79,Jessica
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,18,587.77,Gina
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,3,432.62,Erica
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,5,290.52,Erica
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,12,505.43,Gina
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,9,377.46,Erica
10048,Phillie,Aylward,0,5/2/1981,25711,Huntington,West Virginia,0,5,0,54.93,38,0,462,Erica
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,6,696.92,Matt
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,2,245.47,Jason
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,11,720.77,Matt
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,14,591.27,David
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,10,468.33,Andrew
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,4,463.51,Andrew
10049,Ravi,Noell,1,9/27/1991,92878,Corona,California,0,3,0,47.85,27,5,811.05,Matt
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,11,601.06,David
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,6,229.55,Jason
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,14,158.63,Jason
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,3,250.72,Jason
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,15,492.74,David
10050,Tim,Benesevich,1,10/31/1979,90605,Whittier,California,0,3,1,21.02,39,16,373.75,Andrew
10051,Annaliese,Iacomi,0,11/18/1992,19495,Valley Forge,Pennsylvania,1,0,0,19.07,26,3,417.2,Erica
10051,Annaliese,Iacomi,0,11/18/1992,19495,Valley Forge,Pennsylvania,1,0,0,19.07,26,7,548.79,Gina
10051,Annaliese,Iacomi,0,11/18/1992,19495,Valley Forge,Pennsylvania,1,0,0,19.07,26,15,110.36,Jessica
10051,Annaliese,Iacomi,0,11/18/1992,19495,Valley Forge,Pennsylvania,1,0,0,19.07,26,4,59.15,Jessica
10052,Jaquenetta,Upstone,0,4/12/1972,30905,Augusta,Georgia,1,5,1,27.62,47,9,495.41,Gina
10052,Jaquenetta,Upstone,0,4/12/1972,30905,Augusta,Georgia,1,5,1,27.62,47,8,754.47,Tiffany
10052,Jaquenetta,Upstone,0,4/12/1972,30905,Augusta,Georgia,1,5,1,27.62,47,4,256.82,Jessica
10052,Jaquenetta,Upstone,0,4/12/1972,30905,Augusta,Georgia,1,5,1,27.62,47,6,777.65,Tiffany
